NOC,ISO3,Year,population,gdp_per_capita,income_group,host_country,athletes_sent,sports_participated,events_participated,female_athlete_percentage,prev_total_medals,prev_medals_per_athlete,Gold,Silver,Bronze,total_medals,medals_per_athlete
AFG,AFG,1936,,,,0,15,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,1948,,,,0,25,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,1956,,,,0,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,1960,9035043.0,,,0,12,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,1964,9814318.0,,,0,8,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,1968,10756922.0,,,0,5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,1972,11853696.0,,,0,8,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,1980,13169311.0,,,0,11,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,1988,11523298.0,,,0,5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,1996,17763266.0,,,0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,2004,23560654.0,221.76365387301306,,0,5,4,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,AFG,2008,26482622.0,381.7332380284397,,0,4,2,4,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
AFG,AFG,2012,30560034.0,651.4171344700458,,0,6,4,6,16.666666666666664,1.0,0.25,0.0,0.0,1.0,1.0,0.16666666666666666
AFG,AFG,2016,34700612.0,522.0822155838985,,0,3,2,3,33.33333333333333,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
AHO,AHO,1952,,,,0,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHO,AHO,1960,,,,0,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHO,AHO,1964,,,,0,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHO,AHO,1968,,,,0,5,2,4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHO,AHO,1972,,,,0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHO,AHO,1976,,,,0,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHO,AHO,1984,,,,0,8,3,10,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHO,AHO,1988,,,,0,3,3,4,33.33333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333
AHO,AHO,1992,,,,0,4,3,4,25.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
AHO,AHO,1996,,,,0,6,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHO,AHO,2000,,,,0,7,6,8,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHO,AHO,2004,,,,0,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHO,AHO,2008,,,,0,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,ALB,1972,2243126.0,,,0,5,2,3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,ALB,1992,3247039.0,200.852219772323,,0,7,4,8,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,ALB,1996,3168033.0,1009.9771105339804,,0,7,5,7,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,ALB,2000,3089027.0,1126.6833401071665,,0,4,3,5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,ALB,2004,3026939.0,2373.5812917005464,,0,7,4,7,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,ALB,2008,2947314.0,4370.53971639449,,0,11,6,12,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,ALB,2012,2860708.0,4306.5682325253065,,0,9,5,9,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,ALB,2016,2689469.0,4410.238538105314,,0,6,3,6,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,ALG,1964,,,,0,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,ALG,1968,,,,0,3,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,ALG,1972,,,,0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,ALG,1980,,,,0,54,9,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,ALG,1984,,,,0,33,4,17,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.06060606060606061
ALG,ALG,1988,,,,0,42,7,29,4.761904761904762,2.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0
ALG,ALG,1992,,,,0,35,7,27,5.714285714285714,0.0,0.0,1.0,0.0,1.0,2.0,0.05714285714285714
ALG,ALG,1996,,,,0,45,9,29,13.333333333333334,2.0,0.05714285714285714,2.0,0.0,1.0,3.0,0.06666666666666667
ALG,ALG,2000,,,,0,47,10,42,21.27659574468085,3.0,0.06666666666666667,1.0,1.0,3.0,5.0,0.10638297872340426
ALG,ALG,2004,,,,0,61,10,57,24.59016393442623,5.0,0.10638297872340426,0.0,0.0,0.0,0.0,0.0
ALG,ALG,2008,,,,0,56,12,44,39.285714285714285,0.0,0.0,0.0,1.0,1.0,2.0,0.03571428571428571
ALG,ALG,2012,,,,0,38,12,29,44.73684210526316,2.0,0.03571428571428571,1.0,0.0,0.0,1.0,0.02631578947368421
ALG,ALG,2016,,,,0,64,13,48,15.625,1.0,0.02631578947368421,0.0,2.0,0.0,2.0,0.03125
AND,AND,1976,29436.0,7721.288586467972,,0,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,AND,1980,35782.0,12474.925291990405,,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,AND,1984,42273.0,7808.130027135486,,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,AND,1988,49416.0,14599.035517879833,,0,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,AND,1992,60200.0,20099.535220854283,,0,8,5,5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,AND,1996,63984.0,19130.159715131176,,0,8,5,7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,AND,2000,65685.0,21810.248743141387,,0,5,3,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,AND,2004,74325.0,39021.12781018785,,0,6,4,6,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,AND,2008,83495.0,49132.515707808016,,0,5,4,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,AND,2012,76834.0,41500.54357916865,,0,6,4,6,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,AND,2016,72181.0,40129.81920076981,,0,4,4,4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,ANG,1980,,,,0,11,3,14,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,ANG,1988,,,,0,24,4,27,20.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,ANG,1992,,,,0,28,6,21,10.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,ANG,1996,,,,0,28,5,8,53.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,ANG,2000,,,,0,30,5,7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,ANG,2004,,,,0,30,5,5,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,ANG,2008,,,,0,32,6,8,46.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,ANG,2012,,,,0,33,6,10,87.87878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,ANG,2016,,,,0,26,7,10,69.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,ANT,1976,,,,0,10,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,ANT,1984,,,,0,14,3,17,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,ANT,1988,,,,0,15,4,19,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,ANT,1992,,,,0,13,3,15,30.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,ANT,1996,,,,0,13,4,9,38.46153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,ANT,2000,,,,0,3,2,4,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,ANT,2004,,,,0,5,2,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,ANT,2008,,,,0,5,2,5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,ANT,2012,,,,0,4,2,4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,ANT,2016,,,,0,8,2,5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANZ,ANZ,1908,,,,0,30,6,20,0.0,0.0,0.0,1.0,2.0,2.0,5.0,0.16666666666666666
ANZ,ANZ,1912,,,,0,25,4,17,8.0,5.0,0.16666666666666666,2.0,2.0,3.0,7.0,0.28
ARG,ARG,1900,,,,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,ARG,1908,,,,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,ARG,1920,,,,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,ARG,1924,,,,0,77,11,39,0.0,0.0,0.0,1.0,3.0,2.0,6.0,0.07792207792207792
ARG,ARG,1928,,,,0,81,12,40,0.0,6.0,0.07792207792207792,3.0,3.0,1.0,7.0,0.08641975308641975
ARG,ARG,1932,,,,0,33,7,30,0.0,7.0,0.08641975308641975,3.0,1.0,0.0,4.0,0.12121212121212122
ARG,ARG,1936,,,,0,51,8,31,1.9607843137254901,4.0,0.12121212121212122,2.0,2.0,3.0,7.0,0.13725490196078433
ARG,ARG,1948,,,,0,199,16,101,5.527638190954774,7.0,0.13725490196078433,3.0,3.0,1.0,7.0,0.035175879396984924
ARG,ARG,1952,,,,0,123,15,77,6.504065040650407,7.0,0.035175879396984924,1.0,2.0,2.0,5.0,0.04065040650406504
ARG,ARG,1956,,,,0,35,9,32,2.857142857142857,5.0,0.04065040650406504,0.0,1.0,1.0,2.0,0.05714285714285714
ARG,ARG,1960,20386045.0,,,0,92,15,54,1.0869565217391304,2.0,0.05714285714285714,0.0,1.0,1.0,2.0,0.021739130434782608
ARG,ARG,1964,21769453.0,,,0,102,14,78,5.88235294117647,2.0,0.021739130434782608,0.0,1.0,0.0,1.0,0.00980392156862745
ARG,ARG,1968,23150583.0,,,0,89,12,60,5.617977528089887,1.0,0.00980392156862745,0.0,0.0,2.0,2.0,0.02247191011235955
ARG,ARG,1972,24644328.0,,,0,92,12,62,4.3478260869565215,2.0,0.02247191011235955,0.0,1.0,0.0,1.0,0.010869565217391304
ARG,ARG,1976,26282283.0,,,0,69,12,50,5.797101449275362,1.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.0
ARG,ARG,1984,29863093.0,3783.552207019261,,0,81,14,70,12.345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,ARG,1988,31780532.0,3993.891606345671,,0,118,18,53,21.1864406779661,0.0,0.0,0.0,1.0,1.0,2.0,0.01694915254237288
ARG,ARG,1992,33693527.0,6789.996111364946,,0,84,17,68,20.238095238095237,2.0,0.01694915254237288,0.0,0.0,1.0,1.0,0.011904761904761904
ARG,ARG,1996,35513793.0,7663.212712874685,,0,179,20,102,26.256983240223462,1.0,0.011904761904761904,0.0,2.0,1.0,3.0,0.01675977653631285
ARG,ARG,2000,37213984.0,7637.014892036284,,0,143,21,98,31.46853146853147,3.0,0.01675977653631285,0.0,2.0,2.0,4.0,0.027972027972027972
ARG,ARG,2004,38815916.0,4242.020990894215,,0,152,22,86,30.263157894736842,4.0,0.027972027972027972,2.0,0.0,4.0,6.0,0.039473684210526314
ARG,ARG,2008,40424148.0,8944.1102657357,,0,132,19,71,40.15151515151515,6.0,0.039473684210526314,2.0,0.0,4.0,6.0,0.045454545454545456
ARG,ARG,2012,42161721.0,12949.717486654019,,0,137,23,66,29.1970802919708,6.0,0.045454545454545456,1.0,1.0,2.0,4.0,0.029197080291970802
ARG,ARG,2016,43900313.0,12699.962313775635,,0,215,26,80,34.883720930232556,4.0,0.029197080291970802,3.0,1.0,0.0,4.0,0.018604651162790697
ARM,ARM,1996,3278735.0,487.06862440455797,,0,32,11,36,6.25,0.0,0.0,1.0,1.0,0.0,2.0,0.0625
ARM,ARM,2000,3221100.0,593.4505817422821,,0,25,10,26,8.0,2.0,0.0625,0.0,0.0,1.0,1.0,0.04
ARM,ARM,2004,3164900.0,1130.0879144415808,,0,18,8,19,11.11111111111111,1.0,0.04,0.0,0.0,0.0,0.0,0.0
ARM,ARM,2008,3087100.0,3777.668593137672,,0,25,7,24,8.0,0.0,0.0,0.0,0.0,6.0,6.0,0.24
ARM,ARM,2012,3024100.0,3511.5639968742585,,0,24,9,30,16.666666666666664,6.0,0.24,0.0,1.0,2.0,3.0,0.125
ARM,ARM,2016,2992300.0,3524.4247687470715,,0,31,8,32,22.58064516129032,3.0,0.125,1.0,3.0,0.0,4.0,0.12903225806451613
ARU,ARU,1988,,,,0,8,5,10,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARU,ARU,1992,,,,0,5,3,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARU,ARU,1996,,,,0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARU,ARU,2000,,,,0,5,3,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARU,ARU,2004,,,,0,4,3,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARU,ARU,2008,,,,0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARU,ARU,2012,,,,0,4,3,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARU,ARU,2016,,,,0,7,4,6,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASA,ASA,1988,,,,0,6,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASA,ASA,1992,,,,0,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASA,ASA,1996,,,,0,7,5,6,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASA,ASA,2000,,,,0,4,3,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASA,ASA,2004,,,,0,3,2,3,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASA,ASA,2008,,,,0,4,3,4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASA,ASA,2012,,,,0,4,3,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASA,ASA,2016,,,,0,4,3,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,AUS,1896,,,,0,1,2,5,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0
AUS,AUS,1900,,,,0,2,2,6,0.0,3.0,3.0,3.0,0.0,3.0,6.0,3.0
AUS,AUS,1904,,,,0,2,2,6,0.0,6.0,3.0,0.0,3.0,1.0,4.0,2.0
AUS,AUS,1906,,,,0,4,2,9,0.0,4.0,2.0,0.0,0.0,3.0,3.0,0.75
AUS,AUS,1920,,,,0,13,5,19,7.6923076923076925,3.0,0.75,0.0,2.0,1.0,3.0,0.23076923076923078
AUS,AUS,1924,,,,0,36,9,31,2.7777777777777777,3.0,0.23076923076923078,3.0,1.0,2.0,6.0,0.16666666666666666
AUS,AUS,1928,,,,0,18,6,26,22.22222222222222,6.0,0.16666666666666666,1.0,2.0,1.0,4.0,0.2222222222222222
AUS,AUS,1932,,,,0,13,6,17,30.76923076923077,4.0,0.2222222222222222,3.0,1.0,1.0,5.0,0.38461538461538464
AUS,AUS,1936,,,,0,32,7,26,12.5,5.0,0.38461538461538464,0.0,0.0,1.0,1.0,0.03125
AUS,AUS,1948,,,,0,75,11,52,12.0,1.0,0.03125,2.0,6.0,5.0,13.0,0.17333333333333334
AUS,AUS,1952,,,,0,81,12,67,12.345679012345679,13.0,0.17333333333333334,6.0,2.0,3.0,11.0,0.13580246913580246
AUS,AUS,1956,,,,1,298,19,143,14.76510067114094,11.0,0.13580246913580246,13.0,8.0,14.0,35.0,0.1174496644295302
AUS,AUS,1960,10276477.0,1810.5974427860908,,0,189,17,122,15.343915343915343,35.0,0.1174496644295302,8.0,8.0,6.0,22.0,0.1164021164021164
AUS,AUS,1964,11167000.0,2131.3802998280476,,0,243,19,133,16.46090534979424,22.0,0.1164021164021164,6.0,2.0,10.0,18.0,0.07407407407407407
AUS,AUS,1968,12009000.0,2724.1306715174983,,0,128,16,105,18.75,18.0,0.07407407407407407,5.0,7.0,5.0,17.0,0.1328125
AUS,AUS,1972,13177000.0,3949.3729870583056,,0,168,20,110,17.261904761904763,17.0,0.1328125,8.0,7.0,2.0,17.0,0.10119047619047619
AUS,AUS,1976,14033000.0,7486.5927809039285,,0,180,20,115,18.88888888888889,17.0,0.10119047619047619,0.0,1.0,4.0,5.0,0.027777777777777776
AUS,AUS,1980,14692000.0,10208.652009279489,,0,120,17,92,23.333333333333332,5.0,0.027777777777777776,2.0,2.0,5.0,9.0,0.075
AUS,AUS,1984,15579391.0,12421.473866558465,,0,242,22,137,30.165289256198346,9.0,0.075,4.0,8.0,12.0,24.0,0.09917355371900827
AUS,AUS,1988,16532164.0,14284.520688537308,,0,252,24,145,28.57142857142857,24.0,0.09917355371900827,3.0,6.0,5.0,14.0,0.05555555555555555
AUS,AUS,1992,17478635.0,18623.79173639894,,0,279,25,153,32.97491039426524,14.0,0.05555555555555555,7.0,9.0,11.0,27.0,0.0967741935483871
AUS,AUS,1996,18224767.0,22021.783906522804,,0,417,26,211,40.04796163069545,27.0,0.0967741935483871,9.0,9.0,23.0,41.0,0.09832134292565947
AUS,AUS,2000,19028802.0,21870.41596695936,,1,617,34,270,44.73257698541329,41.0,0.09832134292565947,16.0,25.0,17.0,58.0,0.0940032414910859
AUS,AUS,2004,19932722.0,30836.730682468526,,0,470,33,219,42.97872340425532,58.0,0.0940032414910859,17.0,16.0,17.0,50.0,0.10638297872340426
AUS,AUS,2008,21249199.0,49701.28178433346,,0,432,31,219,46.06481481481482,50.0,0.10638297872340426,14.0,15.0,17.0,46.0,0.10648148148148148
AUS,AUS,2012,22733465.0,68078.04422831676,,0,405,29,208,45.4320987654321,46.0,0.10648148148148148,7.0,16.0,12.0,35.0,0.08641975308641975
AUS,AUS,2016,24190907.0,49918.79393272537,,0,420,31,194,50.476190476190474,35.0,0.08641975308641975,8.0,11.0,10.0,29.0,0.06904761904761905
AUT,AUT,1896,,,,0,3,3,8,0.0,0.0,0.0,2.0,1.0,2.0,5.0,1.6666666666666667
AUT,AUT,1900,,,,0,16,4,17,0.0,5.0,1.6666666666666667,0.0,3.0,3.0,6.0,0.375
AUT,AUT,1904,,,,0,2,2,7,0.0,6.0,0.375,2.0,1.0,1.0,4.0,2.0
AUT,AUT,1906,,,,0,31,9,46,0.0,4.0,2.0,3.0,3.0,3.0,9.0,0.2903225806451613
AUT,AUT,1908,,,,0,7,4,10,0.0,9.0,0.2903225806451613,0.0,0.0,1.0,1.0,0.14285714285714285
AUT,AUT,1912,,,,0,85,12,46,7.0588235294117645,1.0,0.14285714285714285,0.0,2.0,2.0,4.0,0.047058823529411764
AUT,AUT,1924,,,,0,49,8,27,6.122448979591836,4.0,0.047058823529411764,0.0,3.0,1.0,4.0,0.08163265306122448
AUT,AUT,1928,,,,0,73,13,39,8.21917808219178,4.0,0.08163265306122448,3.0,0.0,1.0,4.0,0.0547945205479452
AUT,AUT,1932,,,,0,19,7,14,10.526315789473683,4.0,0.0547945205479452,1.0,1.0,3.0,5.0,0.2631578947368421
AUT,AUT,1936,,,,0,234,19,105,7.264957264957266,5.0,0.2631578947368421,5.0,7.0,5.0,17.0,0.07264957264957266
AUT,AUT,1948,,,,0,148,17,79,21.62162162162162,17.0,0.07264957264957266,2.0,2.0,4.0,8.0,0.05405405405405406
AUT,AUT,1952,,,,0,112,16,70,18.75,8.0,0.05405405405405406,0.0,1.0,1.0,2.0,0.017857142857142856
AUT,AUT,1956,,,,0,34,12,36,14.705882352941178,2.0,0.017857142857142856,0.0,0.0,2.0,2.0,0.058823529411764705
AUT,AUT,1960,7047539.0,943.6108001031212,,0,103,15,81,20.388349514563107,2.0,0.058823529411764705,1.0,1.0,0.0,2.0,0.019417475728155338
AUT,AUT,1964,7223801.0,1280.4725765227456,,0,56,14,54,19.642857142857142,2.0,0.019417475728155338,0.0,0.0,0.0,0.0,0.0
AUT,AUT,1968,7415403.0,1692.2905712198033,,0,43,12,37,18.6046511627907,0.0,0.0,0.0,2.0,2.0,4.0,0.09302325581395349
AUT,AUT,1972,7544201.0,2924.048878991049,,0,111,15,68,12.612612612612612,4.0,0.09302325581395349,0.0,1.0,2.0,3.0,0.02702702702702703
AUT,AUT,1976,7565525.0,5678.3866581001785,,0,60,15,44,10.0,3.0,0.02702702702702703,0.0,0.0,1.0,1.0,0.016666666666666666
AUT,AUT,1980,7549433.0,10869.54649405255,,0,83,16,51,22.89156626506024,1.0,0.016666666666666666,1.0,2.0,1.0,4.0,0.04819277108433735
AUT,AUT,1984,7561434.0,8991.06503963026,,0,102,18,72,30.392156862745097,4.0,0.04819277108433735,1.0,1.0,1.0,3.0,0.029411764705882353
AUT,AUT,1988,7585317.0,17578.618939739667,,0,73,17,62,9.58904109589041,3.0,0.029411764705882353,1.0,0.0,0.0,1.0,0.0136986301369863
AUT,AUT,1992,7840709.0,24880.164118036148,,0,102,17,68,30.392156862745097,1.0,0.0136986301369863,0.0,2.0,0.0,2.0,0.0196078431372549
AUT,AUT,1996,7959017.0,29809.07677308215,,0,72,15,53,22.22222222222222,2.0,0.0196078431372549,0.0,1.0,2.0,3.0,0.041666666666666664
AUT,AUT,2000,8011566.0,24625.600722743384,,0,92,17,68,40.21739130434783,3.0,0.041666666666666664,2.0,1.0,0.0,3.0,0.03260869565217391
AUT,AUT,2004,8171966.0,36889.23351351943,,0,74,18,56,27.027027027027028,3.0,0.03260869565217391,2.0,4.0,1.0,7.0,0.0945945945945946
AUT,AUT,2008,8321496.0,51919.98357542264,,0,70,16,62,42.857142857142854,7.0,0.0945945945945946,0.0,1.0,2.0,3.0,0.04285714285714286
AUT,AUT,2012,8429991.0,48564.91733508746,,0,70,19,69,44.285714285714285,3.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0
AUT,AUT,2016,8736668.0,45307.58786204294,,0,71,23,61,47.88732394366197,0.0,0.0,0.0,0.0,1.0,1.0,0.014084507042253521
AZE,AZE,1996,7763000.0,409.185543774103,,0,23,9,23,13.043478260869565,0.0,0.0,0.0,1.0,0.0,1.0,0.043478260869565216
AZE,AZE,2000,8048600.0,655.0972495799167,,0,31,8,32,19.35483870967742,1.0,0.043478260869565216,2.0,0.0,1.0,3.0,0.0967741935483871
AZE,AZE,2004,8306500.0,1045.0136328105998,,0,36,10,36,16.666666666666664,3.0,0.0967741935483871,1.0,0.0,4.0,5.0,0.1388888888888889
AZE,AZE,2008,8763400.0,5574.468104325748,,0,44,10,37,31.818181818181817,5.0,0.1388888888888889,1.0,2.0,4.0,7.0,0.1590909090909091
AZE,AZE,2012,9295784.0,7495.865276580995,,0,52,15,57,26.923076923076923,7.0,0.1590909090909091,2.0,2.0,6.0,10.0,0.19230769230769232
AZE,AZE,2016,9757812.0,3880.685227683798,,0,56,15,62,25.0,10.0,0.19230769230769232,1.0,7.0,10.0,18.0,0.32142857142857145
BAH,BAH,1952,,,,0,7,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAH,BAH,1956,,,,0,4,2,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
BAH,BAH,1960,,,,0,13,2,8,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0
BAH,BAH,1964,,,,0,11,2,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09090909090909091
BAH,BAH,1968,,,,0,16,3,12,0.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
BAH,BAH,1972,,,,0,20,4,13,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAH,BAH,1976,,,,0,11,3,13,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAH,BAH,1984,,,,0,22,4,23,22.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAH,BAH,1988,,,,0,16,5,15,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAH,BAH,1992,,,,0,14,4,13,14.285714285714285,0.0,0.0,0.0,0.0,1.0,1.0,0.07142857142857142
BAH,BAH,1996,,,,0,26,4,17,26.923076923076923,1.0,0.07142857142857142,0.0,1.0,0.0,1.0,0.038461538461538464
BAH,BAH,2000,,,,0,25,3,18,36.0,1.0,0.038461538461538464,2.0,0.0,1.0,3.0,0.12
BAH,BAH,2004,,,,0,22,3,18,40.909090909090914,3.0,0.12,1.0,0.0,1.0,2.0,0.09090909090909091
BAH,BAH,2008,,,,0,25,4,22,36.0,2.0,0.09090909090909091,0.0,1.0,1.0,2.0,0.08
BAH,BAH,2012,,,,0,21,2,16,42.857142857142854,2.0,0.08,1.0,0.0,0.0,1.0,0.047619047619047616
BAH,BAH,2016,,,,0,29,3,20,41.37931034482759,1.0,0.047619047619047616,1.0,0.0,1.0,2.0,0.06896551724137931
BAN,BAN,1984,,,,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAN,BAN,1988,,,,0,6,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAN,BAN,1992,,,,0,6,3,6,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAN,BAN,1996,,,,0,4,3,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAN,BAN,2000,,,,0,5,3,6,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAN,BAN,2004,,,,0,4,3,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAN,BAN,2008,,,,0,5,3,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAN,BAN,2012,,,,0,5,5,7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAN,BAN,2016,,,,0,7,5,7,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAR,BAR,1968,,,,0,9,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAR,BAR,1972,,,,0,13,4,13,38.46153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAR,BAR,1976,,,,0,11,2,11,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAR,BAR,1984,,,,0,16,6,16,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
