NOC,ISO3,Year,population,gdp_per_capita,income_group,host_country,athletes_sent,sports_participated,events_participated,female_athlete_percentage,prev_total_medals,prev_medals_per_athlete,Gold,Silver,Bronze,total_medals,medals_per_athlete
ISR,ISR,2000,6289000.0,21630.747608788668,,0,39,9,43,25.64102564102564,1.0,0.04,0.0,0.0,1.0,1.0,0.02564102564102564
ISR,ISR,2004,6809000.0,20557.07862700291,,0,36,14,41,44.44444444444444,1.0,0.02564102564102564,1.0,0.0,1.0,2.0,0.05555555555555555
ISR,ISR,2008,7308800.0,30173.36159388563,,0,43,12,47,46.51162790697674,2.0,0.05555555555555555,0.0,0.0,1.0,1.0,0.023255813953488372
ISR,ISR,2012,7910500.0,33156.22831576376,,0,37,10,41,48.64864864864865,1.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0
ISR,ISR,2016,8546000.0,37690.47395118594,,0,47,16,45,53.191489361702125,0.0,0.0,0.0,0.0,2.0,2.0,0.0425531914893617
ISV,ISV,1968,,,,0,6,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISV,ISV,1972,,,,0,16,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISV,ISV,1976,,,,0,21,6,21,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISV,ISV,1984,,,,0,29,7,31,10.344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISV,ISV,1988,,,,0,22,6,27,13.636363636363635,0.0,0.0,0.0,1.0,0.0,1.0,0.045454545454545456
ISV,ISV,1992,,,,0,25,7,29,20.0,1.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
ISV,ISV,1996,,,,0,12,5,11,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISV,ISV,2000,,,,0,9,5,12,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISV,ISV,2004,,,,0,6,4,9,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISV,ISV,2008,,,,0,7,5,8,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISV,ISV,2012,,,,0,7,3,7,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISV,ISV,2016,,,,0,7,4,7,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,ITA,1896,,,,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,ITA,1900,,,,0,23,6,17,4.3478260869565215,0.0,0.0,3.0,2.0,0.0,5.0,0.21739130434782608
ITA,ITA,1904,,,,0,1,1,1,0.0,5.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0
ITA,ITA,1906,,,,0,76,9,37,0.0,0.0,0.0,7.0,6.0,3.0,16.0,0.21052631578947367
ITA,ITA,1908,,,,0,66,8,30,0.0,16.0,0.21052631578947367,2.0,2.0,0.0,4.0,0.06060606060606061
ITA,ITA,1912,,,,0,66,8,36,0.0,4.0,0.06060606060606061,5.0,1.0,2.0,8.0,0.12121212121212122
ITA,ITA,1920,,,,0,174,18,79,0.5747126436781609,8.0,0.12121212121212122,14.0,6.0,5.0,25.0,0.14367816091954022
ITA,ITA,1924,,,,0,200,18,93,2.0,25.0,0.14367816091954022,8.0,3.0,5.0,16.0,0.08
ITA,ITA,1928,,,,0,174,15,81,10.344827586206897,16.0,0.08,7.0,6.0,7.0,20.0,0.11494252873563218
ITA,ITA,1932,,,,0,112,13,61,0.0,20.0,0.11494252873563218,12.0,12.0,12.0,36.0,0.32142857142857145
ITA,ITA,1936,,,,0,244,17,99,6.557377049180328,36.0,0.32142857142857145,9.0,13.0,5.0,27.0,0.11065573770491803
ITA,ITA,1948,,,,0,215,16,89,9.767441860465116,27.0,0.11065573770491803,9.0,12.0,10.0,31.0,0.14418604651162792
ITA,ITA,1952,,,,0,231,19,114,9.956709956709958,31.0,0.14418604651162792,8.0,9.0,4.0,21.0,0.09090909090909091
ITA,ITA,1956,,,,0,135,14,80,11.11111111111111,21.0,0.09090909090909091,8.0,8.0,9.0,25.0,0.18518518518518517
ITA,ITA,1960,50199700.0,834.9813833108664,,1,280,19,138,12.142857142857142,25.0,0.18518518518518517,13.0,10.0,13.0,36.0,0.12857142857142856
ITA,ITA,1964,51675350.0,1268.876683180723,,0,168,18,91,6.547619047619048,36.0,0.12857142857142856,10.0,10.0,7.0,27.0,0.16071428571428573
ITA,ITA,1968,53235750.0,1714.5447776101928,,0,167,17,103,8.982035928143713,27.0,0.16071428571428573,3.0,4.0,9.0,16.0,0.09580838323353294
ITA,ITA,1972,54381345.0,2671.1373144713034,,0,224,19,123,12.053571428571429,16.0,0.09580838323353294,5.0,3.0,10.0,18.0,0.08035714285714286
ITA,ITA,1976,55718260.0,4033.099354445845,,0,210,20,122,12.857142857142856,18.0,0.08035714285714286,2.0,7.0,4.0,13.0,0.06190476190476191
ITA,ITA,1980,56433883.0,8456.918974438273,,0,159,19,88,23.89937106918239,13.0,0.06190476190476191,8.0,3.0,4.0,15.0,0.09433962264150944
ITA,ITA,1984,56576718.0,7739.715283617952,,0,268,23,151,17.16417910447761,15.0,0.09433962264150944,14.0,6.0,12.0,32.0,0.11940298507462686
ITA,ITA,1988,56629288.0,15744.661263542786,,0,253,23,140,16.205533596837945,32.0,0.11940298507462686,6.0,4.0,4.0,14.0,0.05533596837944664
ITA,ITA,1992,56797087.0,23243.474527720562,,0,304,26,169,25.0,14.0,0.05533596837944664,6.0,5.0,8.0,19.0,0.0625
ITA,ITA,1996,56860281.0,23081.60467577018,,0,340,27,172,30.58823529411765,19.0,0.0625,13.0,10.0,12.0,35.0,0.10294117647058823
ITA,ITA,2000,56942108.0,20137.591221767343,,0,361,29,175,31.855955678670362,35.0,0.10294117647058823,13.0,8.0,13.0,34.0,0.09418282548476455
ITA,ITA,2004,57828179.0,31239.83842800176,,0,364,30,175,37.08791208791209,34.0,0.09418282548476455,10.0,11.0,11.0,32.0,0.08791208791208792
ITA,ITA,2008,59211181.0,40679.062772259065,,0,333,29,190,39.03903903903904,32.0,0.08791208791208792,8.0,9.0,10.0,27.0,0.08108108108108109
ITA,ITA,2012,60191247.0,34672.11199032979,,0,281,28,169,43.77224199288256,27.0,0.08108108108108109,8.0,9.0,11.0,28.0,0.099644128113879
ITA,ITA,2016,60115223.0,31224.564993026455,,0,309,26,171,45.63106796116505,28.0,0.099644128113879,8.0,12.0,8.0,28.0,0.09061488673139159
IVB,IVB,1984,,,,0,9,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVB,IVB,1988,,,,0,3,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVB,IVB,1992,,,,0,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVB,IVB,1996,,,,0,7,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVB,IVB,2000,,,,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVB,IVB,2004,,,,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVB,IVB,2008,,,,0,2,1,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVB,IVB,2012,,,,0,2,1,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVB,IVB,2016,,,,0,4,2,4,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAM,JAM,1948,,,,0,13,3,14,30.76923076923077,0.0,0.0,1.0,2.0,0.0,3.0,0.23076923076923078
JAM,JAM,1952,,,,0,8,2,10,25.0,3.0,0.23076923076923078,2.0,3.0,0.0,5.0,0.625
JAM,JAM,1956,,,,0,6,1,6,0.0,5.0,0.625,0.0,0.0,0.0,0.0,0.0
JAM,JAM,1964,1745568.0,514.4165113134519,,0,21,4,16,19.047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAM,JAM,1968,1833765.0,591.0458171732439,,0,25,5,21,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04
JAM,JAM,1972,1931542.0,970.8029064055023,,0,33,6,27,36.36363636363637,1.0,0.04,0.0,0.0,1.0,1.0,0.030303030303030304
JAM,JAM,1976,2045578.0,1449.977882067003,,0,20,3,18,45.0,1.0,0.030303030303030304,1.0,1.0,0.0,2.0,0.1
JAM,JAM,1980,2145658.0,1248.7448472741758,,0,18,2,15,38.88888888888889,2.0,0.1,0.0,0.0,3.0,3.0,0.16666666666666666
JAM,JAM,1984,2264562.0,1048.1340539553357,,0,45,5,35,31.11111111111111,3.0,0.16666666666666666,0.0,1.0,2.0,3.0,0.06666666666666667
JAM,JAM,1988,2345777.0,1632.0148165615929,,0,35,5,22,31.428571428571427,3.0,0.06666666666666667,0.0,2.0,0.0,2.0,0.05714285714285714
JAM,JAM,1992,2424701.0,1458.1014689263498,,0,36,5,23,38.88888888888889,2.0,0.05714285714285714,0.0,3.0,1.0,4.0,0.1111111111111111
JAM,JAM,1996,2524463.0,2928.896926119964,,0,46,5,29,41.30434782608695,4.0,0.1111111111111111,1.0,3.0,2.0,6.0,0.13043478260869565
JAM,JAM,2000,2607826.0,3453.0925280022648,,0,48,4,28,54.166666666666664,6.0,0.13043478260869565,0.0,6.0,3.0,9.0,0.1875
JAM,JAM,2004,2672225.0,3807.562931245521,,0,47,4,27,53.191489361702125,9.0,0.1875,2.0,1.0,2.0,5.0,0.10638297872340426
JAM,JAM,2008,2725635.0,5029.8009528174525,,0,50,4,29,54.0,5.0,0.10638297872340426,5.0,2.0,2.0,9.0,0.18
JAM,JAM,2012,2772430.0,5340.833332321579,,0,45,4,25,48.888888888888886,9.0,0.18,4.0,4.0,4.0,12.0,0.26666666666666666
JAM,JAM,2016,2809915.0,5009.794487242953,,0,56,4,32,55.35714285714286,12.0,0.26666666666666666,6.0,3.0,2.0,11.0,0.19642857142857142
JOR,JOR,1980,2234186.0,1750.098010765639,,0,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,JOR,1984,2654688.0,1871.0907497998703,,0,13,3,12,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,JOR,1988,3193039.0,1965.9803181399452,,0,7,5,9,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,JOR,1992,4127693.0,1286.6347360595976,,0,4,3,5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,JOR,1996,4912516.0,1410.1742418941922,,0,5,3,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,JOR,2000,5386945.0,1570.6100294047749,,0,8,6,8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,JOR,2004,5882061.0,1940.0864134280498,,0,8,5,8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,JOR,2008,6989866.0,3241.6524135555965,,0,7,5,7,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,JOR,2012,7587127.0,4169.504700546181,,0,9,5,9,44.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,JOR,2016,10006367.0,3986.7167701085286,,0,8,6,8,12.5,0.0,0.0,1.0,0.0,0.0,1.0,0.125
JPN,JPN,1912,,,,0,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN,JPN,1920,,,,0,15,4,15,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.13333333333333333
JPN,JPN,1924,,,,0,19,4,21,0.0,2.0,0.13333333333333333,0.0,0.0,1.0,1.0,0.05263157894736842
JPN,JPN,1928,,,,0,40,7,31,2.5,1.0,0.05263157894736842,2.0,2.0,1.0,5.0,0.125
JPN,JPN,1932,,,,0,157,11,66,11.464968152866243,5.0,0.125,7.0,7.0,4.0,18.0,0.11464968152866242
JPN,JPN,1936,,,,0,220,14,79,8.636363636363637,18.0,0.11464968152866242,6.0,4.0,10.0,20.0,0.09090909090909091
JPN,JPN,1952,,,,0,69,13,60,15.942028985507244,20.0,0.09090909090909091,1.0,6.0,1.0,8.0,0.11594202898550725
JPN,JPN,1956,,,,0,112,14,72,14.285714285714285,8.0,0.11594202898550725,4.0,10.0,3.0,17.0,0.15178571428571427
JPN,JPN,1960,93216000.0,508.70277929177337,,0,162,17,96,12.345679012345679,17.0,0.15178571428571427,4.0,7.0,7.0,18.0,0.1111111111111111
JPN,JPN,1964,96903000.0,902.8677215151262,,1,328,21,155,17.682926829268293,18.0,0.1111111111111111,16.0,5.0,8.0,29.0,0.08841463414634146
JPN,JPN,1968,101011000.0,1553.2713937999602,,0,171,18,97,14.619883040935672,29.0,0.08841463414634146,11.0,7.0,7.0,25.0,0.14619883040935672
JPN,JPN,1972,107188000.0,3031.438605707586,,0,184,21,113,19.565217391304348,25.0,0.14619883040935672,13.0,8.0,8.0,29.0,0.15760869565217392
JPN,JPN,1976,112775000.0,5310.431409049921,,0,213,20,119,28.169014084507044,29.0,0.15760869565217392,9.0,6.0,10.0,25.0,0.11737089201877934
JPN,JPN,1984,120083000.0,11207.452352429258,,0,226,22,147,23.008849557522122,25.0,0.11737089201877934,10.0,7.0,14.0,31.0,0.13716814159292035
JPN,JPN,1988,122578000.0,25499.881172810718,,0,255,23,166,27.058823529411764,31.0,0.13716814159292035,4.0,3.0,7.0,14.0,0.054901960784313725
JPN,JPN,1992,124425000.0,31992.790211916068,,0,256,24,166,31.640625,14.0,0.054901960784313725,3.0,8.0,11.0,22.0,0.0859375
JPN,JPN,1996,125757000.0,39150.039630808875,,0,306,27,168,48.69281045751634,22.0,0.0859375,3.0,6.0,5.0,14.0,0.0457516339869281
JPN,JPN,2000,126843000.0,39169.35957015043,,0,266,28,156,41.35338345864661,14.0,0.0457516339869281,5.0,8.0,5.0,18.0,0.06766917293233082
JPN,JPN,2004,127761000.0,38298.98017123033,,0,306,31,169,54.57516339869281,18.0,0.06766917293233082,16.0,9.0,12.0,37.0,0.12091503267973856
JPN,JPN,2008,128063000.0,39876.30396857249,,0,332,31,176,49.6987951807229,37.0,0.12091503267973856,9.0,7.0,9.0,25.0,0.07530120481927711
JPN,JPN,2012,127629000.0,49145.28043081928,,0,291,29,178,53.264604810996566,25.0,0.07530120481927711,7.0,14.0,17.0,38.0,0.13058419243986255
JPN,JPN,2016,127076000.0,39375.47316207813,,0,335,32,186,48.95522388059702,38.0,0.13058419243986255,12.0,8.0,21.0,41.0,0.12238805970149254
KAZ,KAZ,1996,16416027.0,1281.3915289539666,,0,96,14,99,25.0,0.0,0.0,3.0,4.0,4.0,11.0,0.11458333333333333
KAZ,KAZ,2000,15501103.0,1180.0444563226001,,0,130,17,104,33.84615384615385,11.0,0.11458333333333333,3.0,4.0,0.0,7.0,0.05384615384615385
KAZ,KAZ,2004,15850159.0,2722.474077554025,,0,114,17,95,37.719298245614034,7.0,0.05384615384615385,1.0,4.0,3.0,8.0,0.07017543859649122
KAZ,KAZ,2008,16426525.0,8123.547058917361,,0,130,19,106,53.84615384615385,8.0,0.07017543859649122,2.0,4.0,7.0,13.0,0.1
KAZ,KAZ,2012,17306106.0,12018.796652799263,,0,113,19,106,35.39823008849557,13.0,0.1,7.0,1.0,5.0,13.0,0.11504424778761062
KAZ,KAZ,2016,18363600.0,7475.566886894244,,0,101,19,98,45.54455445544555,13.0,0.11504424778761062,3.0,5.0,10.0,18.0,0.1782178217821782
KEN,KEN,1956,,,,0,25,4,10,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEN,KEN,1960,7695307.0,102.8244174655821,,0,27,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEN,KEN,1964,8973535.0,111.30054482389228,,0,37,5,21,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.02702702702702703
KEN,KEN,1968,10518823.0,128.65464688224307,,0,39,4,22,7.6923076923076925,1.0,0.02702702702702703,3.0,4.0,2.0,9.0,0.23076923076923078
KEN,KEN,1972,12206060.0,172.64204477844092,,0,57,4,29,3.508771929824561,9.0,0.23076923076923078,2.0,3.0,4.0,9.0,0.15789473684210525
KEN,KEN,1984,18514906.0,334.4028357575302,,0,61,5,33,8.19672131147541,9.0,0.15789473684210525,1.0,0.0,2.0,3.0,0.04918032786885246
KEN,KEN,1988,21356219.0,391.2387712042824,,0,74,7,50,5.405405405405405,3.0,0.04918032786885246,5.0,2.0,2.0,9.0,0.12162162162162163
KEN,KEN,1992,24382460.0,336.6813997869596,,0,49,5,29,18.367346938775512,9.0,0.12162162162162163,2.0,4.0,2.0,8.0,0.16326530612244897
KEN,KEN,1996,27344211.0,440.5270788808763,,0,52,5,27,19.230769230769234,8.0,0.16326530612244897,1.0,4.0,3.0,8.0,0.15384615384615385
KEN,KEN,2000,30642890.0,414.6263651308463,,0,56,6,24,39.285714285714285,8.0,0.15384615384615385,2.0,3.0,2.0,7.0,0.125
KEN,KEN,2004,34713455.0,463.6627813001211,,0,46,4,16,52.17391304347826,7.0,0.125,1.0,4.0,2.0,7.0,0.15217391304347827
KEN,KEN,2008,39206351.0,915.5443547360397,,0,46,5,24,39.130434782608695,7.0,0.15217391304347827,6.0,4.0,5.0,15.0,0.32608695652173914
KEN,KEN,2012,43888303.0,1285.005361715117,,0,47,4,23,42.5531914893617,15.0,0.32608695652173914,2.0,4.0,5.0,11.0,0.23404255319148937
KEN,KEN,2016,48139687.0,1554.1261031442327,,0,79,7,29,41.77215189873418,11.0,0.23404255319148937,6.0,6.0,1.0,13.0,0.16455696202531644
KGZ,KGZ,1996,4628438.0,394.8568796142121,,0,33,9,39,21.21212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGZ,KGZ,2000,4898362.0,279.62173846436474,,0,48,9,59,27.083333333333332,0.0,0.0,0.0,0.0,1.0,1.0,0.020833333333333332
KGZ,KGZ,2004,5104713.0,433.2338732860004,,0,29,9,32,24.137931034482758,1.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
KGZ,KGZ,2008,5318729.0,966.3885693704935,,0,20,9,22,20.0,0.0,0.0,0.0,1.0,1.0,2.0,0.1
KGZ,KGZ,2012,5652076.0,1168.6224467544575,,0,14,8,15,21.428571428571427,2.0,0.1,0.0,0.0,0.0,0.0,0.0
KGZ,KGZ,2016,6175338.0,1103.2748942841188,,0,19,6,17,36.84210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR,KIR,2004,96085.0,1086.8585936500522,,0,3,2,3,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR,KIR,2008,104222.0,1408.4373791495036,,0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR,KIR,2012,112284.0,1844.269862340408,,0,3,2,3,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR,KIR,2016,118478.0,1744.2779994809757,,0,3,2,3,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR,KOR,1948,,,,0,46,7,24,2.1739130434782608,0.0,0.0,0.0,0.0,2.0,2.0,0.043478260869565216
KOR,KOR,1952,,,,0,19,6,16,5.263157894736842,2.0,0.043478260869565216,0.0,0.0,2.0,2.0,0.10526315789473684
KOR,KOR,1956,,,,0,35,7,23,0.0,2.0,0.10526315789473684,0.0,1.0,1.0,2.0,0.05714285714285714
KOR,KOR,1960,25012374.0,158.27413588122897,,0,35,9,38,5.714285714285714,2.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0
KOR,KOR,1964,27984155.0,123.60637449266535,,0,154,17,93,16.883116883116884,0.0,0.0,0.0,2.0,1.0,3.0,0.01948051948051948
KOR,KOR,1968,30838302.0,198.43488439704268,,0,54,11,43,24.074074074074073,3.0,0.01948051948051948,0.0,1.0,1.0,2.0,0.037037037037037035
KOR,KOR,1972,33505406.0,324.19281117874465,,0,42,8,24,23.809523809523807,2.0,0.037037037037037035,0.0,1.0,0.0,1.0,0.023809523809523808
KOR,KOR,1976,35848523.0,834.134207951691,,0,50,5,27,24.0,1.0,0.023809523809523808,1.0,1.0,4.0,6.0,0.12
KOR,KOR,1984,40405956.0,2413.2765010959333,,0,175,19,96,33.714285714285715,6.0,0.12,6.0,6.0,7.0,19.0,0.10857142857142857
KOR,KOR,1988,42031247.0,4748.640644061227,,1,401,27,218,32.917705735660846,19.0,0.10857142857142857,12.0,10.0,11.0,33.0,0.08229426433915212
KOR,KOR,1992,43747962.0,8126.662061836287,,0,226,24,134,31.858407079646017,33.0,0.08229426433915212,12.0,5.0,11.0,28.0,0.12389380530973451
KOR,KOR,1996,45524681.0,13402.994604706993,,0,303,25,160,37.29372937293729,28.0,0.12389380530973451,7.0,15.0,5.0,27.0,0.0891089108910891
KOR,KOR,2000,47008111.0,12257.020662234503,,0,281,26,144,37.72241992882562,27.0,0.0891089108910891,8.0,10.0,10.0,28.0,0.099644128113879
KOR,KOR,2004,48082519.0,16496.131616711406,,0,264,25,149,45.07575757575758,28.0,0.099644128113879,9.0,12.0,9.0,30.0,0.11363636363636363
KOR,KOR,2008,49054708.0,21350.427979823,,0,265,27,142,40.0,30.0,0.11363636363636363,13.0,10.0,8.0,31.0,0.1169811320754717
KOR,KOR,2012,50199853.0,25459.16890009645,,0,250,25,140,46.0,31.0,0.1169811320754717,13.0,8.0,7.0,28.0,0.112
KOR,KOR,2016,51217803.0,29280.440317004843,,0,207,26,117,50.24154589371981,28.0,0.112,9.0,3.0,9.0,21.0,0.10144927536231885
KOS,KOS,2016,,,,0,8,5,8,62.5,0.0,0.0,1.0,0.0,0.0,1.0,0.125
KSA,KSA,1972,,,,0,10,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSA,KSA,1976,,,,0,14,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSA,KSA,1984,,,,0,37,5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSA,KSA,1988,,,,0,9,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSA,KSA,1992,,,,0,9,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSA,KSA,1996,,,,0,29,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSA,KSA,2000,,,,0,18,5,14,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.1111111111111111
KSA,KSA,2004,,,,0,16,6,12,0.0,2.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
KSA,KSA,2008,,,,0,14,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSA,KSA,2012,,,,0,18,5,14,11.11111111111111,0.0,0.0,0.0,0.0,1.0,1.0,0.05555555555555555
KSA,KSA,2016,,,,0,10,5,10,30.0,1.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
KUW,KUW,1968,,,,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUW,KUW,1972,,,,0,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUW,KUW,1976,,,,0,15,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUW,KUW,1980,,,,0,56,7,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUW,KUW,1984,,,,0,23,5,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUW,KUW,1988,,,,0,25,7,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUW,KUW,1992,,,,0,32,7,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUW,KUW,1996,,,,0,25,9,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUW,KUW,2000,,,,0,29,6,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.034482758620689655
KUW,KUW,2004,,,,0,11,3,9,9.090909090909092,1.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0
KUW,KUW,2008,,,,0,8,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUW,KUW,2012,,,,0,10,4,11,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1
LAO,LAO,1980,3292573.0,,,0,19,3,16,10.526315789473683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,LAO,1988,4072601.0,147.07094294233062,,0,3,2,3,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,LAO,1992,4559646.0,247.34528615053162,,0,6,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,LAO,1996,5045678.0,371.34187919767277,,0,5,1,2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,LAO,2000,5431212.0,318.749852236965,,0,3,2,3,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,LAO,2004,5781626.0,409.29629828411726,,0,5,3,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,LAO,2008,6148969.0,885.7473760887619,,0,4,2,4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,LAO,2012,6518978.0,1563.5650771336964,,0,3,2,3,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,LAO,2016,6908802.0,2303.2215603536265,,0,5,4,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAT,LAT,1924,,,,0,36,6,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAT,LAT,1928,,,,0,17,6,14,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAT,LAT,1932,,,,0,5,2,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2
LAT,LAT,1936,,,,0,29,6,16,0.0,1.0,0.2,0.0,1.0,1.0,2.0,0.06896551724137931
LAT,LAT,1992,,,,0,34,13,31,26.47058823529412,2.0,0.06896551724137931,0.0,2.0,1.0,3.0,0.08823529411764706
LAT,LAT,1996,,,,0,47,12,47,27.659574468085108,3.0,0.08823529411764706,0.0,1.0,0.0,1.0,0.02127659574468085
LAT,LAT,2000,,,,0,45,13,47,33.33333333333333,1.0,0.02127659574468085,1.0,1.0,1.0,3.0,0.06666666666666667
LAT,LAT,2004,,,,0,32,11,37,31.25,3.0,0.06666666666666667,0.0,4.0,0.0,4.0,0.125
LAT,LAT,2008,,,,0,47,11,33,38.297872340425535,4.0,0.125,1.0,1.0,1.0,3.0,0.06382978723404255
LAT,LAT,2012,,,,0,45,12,38,31.11111111111111,3.0,0.06382978723404255,1.0,0.0,1.0,2.0,0.044444444444444446
LAT,LAT,2016,,,,0,32,12,25,40.625,2.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0
LBA,LBA,1968,,,,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBA,LBA,1980,,,,0,29,5,20,6.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBA,LBA,1988,,,,0,6,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBA,LBA,1992,,,,0,5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBA,LBA,1996,,,,0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBA,LBA,2000,,,,0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBA,LBA,2004,,,,0,8,5,8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBA,LBA,2008,,,,0,6,4,6,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBA,LBA,2012,,,,0,4,3,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBA,LBA,2016,,,,0,7,6,7,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
